Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1	
UV		Cond		Conc B		Injection		Run Log		Fraction		UV_CUT_TEMP@100,BASEM	
ml	mAU	ml	mS/cm	ml	%	ml	Injection	ml	Logbook	ml	Fraction	ml	mAU
9.747344	224.988876	9.747344	6.345148	48.770927	100							9.754519	20.252497
9.749008	224.888489	9.749008	6.34521	48.779251	100							9.756183	20.254581
9.750673	224.786133	9.750673	6.345219	48.787579	100							9.757848	20.254581
9.752338	224.684235	9.752338	6.3452	48.795902	100							9.759513	20.254581
9.754004	224.582718	9.754004	6.345226	48.80423	100							9.761178	20.254581
9.755668	224.481445	9.755668	6.345267	48.812553	100							9.762842	20.254581
9.757333	224.380005	9.757333	6.345303	48.820881	100							9.764507	20.254581
9.758998	224.276611	9.758998	6.34532	48.829205	100							9.766172	20.254581
9.760663	224.173172	9.760663	6.345306	48.837528	100							9.767838	20.254581
9.762327	224.070496	9.762327	6.345317	48.845856	100							9.769502	20.254581
9.763992	223.968201	9.763992	6.345322	48.854179	100							9.771167	20.254581
9.765657	223.865402	9.765657	6.345332	48.862507	100							9.772832	20.254581
9.767323	223.763077	9.767323	6.345372	48.870831	100							9.774497	20.256626
9.768987	223.66156	9.768987	6.345401	48.879158	100							9.776161	20.258669
9.770652	223.559601	9.770652	6.345444	48.887482	100							9.777826	20.260714
9.772317	223.458435	9.772317	6.345445	48.895809	100							9.779491	20.262756
9.773982	223.357346	9.773982	6.345411	48.904133	100							9.781157	20.264801
9.775646	223.256012	9.775646	6.345403	48.912457	100							9.782821	20.266846
9.777311	223.154953	9.777311	6.345391	48.920784	100							9.784486	20.268888
9.778976	223.053268	9.778976	6.345386	48.929108	100							9.786151	20.270933
9.780642	222.952042	9.780642	6.345398	48.937435	100							9.787816	20.272976
9.782306	222.852142	9.782306	6.345467	48.945759	100							9.78948	20.275021
9.783971	222.750641	9.783971	6.345559	48.954086	100							9.791145	20.275021
9.785636	222.649506	9.785636	6.345627	48.96241	100							9.79281	20.275021
9.787301	222.548309	9.787301	6.345642	48.970734	100							9.794476	20.275021
9.788965	222.446472	9.788965	6.345642	48.979061	100							9.79614	20.275021
9.79063	222.344833	9.79063	6.345675	48.987385	100							9.797805	20.275021
9.792295	222.244614	9.792295	6.34569	48.995712	100							9.79947	20.275021
9.793961	222.143158	9.793961	6.345718	49.004036	100							9.801135	20.275021
9.795625	222.041809	9.795625	6.345738	49.012363	100							9.802799	20.275021
9.79729	221.941147	9.79729	6.34574	49.020687	100							9.804464	20.275021
9.798955	221.846741	9.798955	6.345723	49.029011	100							9.806129	20.275021
9.80062	221.750977	9.80062	6.345687	49.037338	100							9.807795	20.277025
9.802284	221.65065	9.802284	6.345665	49.045662	100							9.809459	20.279028
9.803949	221.548141	9.803949	6.34568	49.053989	100							9.811124	20.281033
9.805614	221.442993	9.805614	6.345718	49.062313	100							9.812789	20.283035
9.80728	221.338577	9.80728	6.345725	49.070641	100							9.814454	20.28504
9.808944	221.234909	9.808944	6.345731	49.078964	100							9.816118	20.287045
9.810609	221.130554	9.810609	6.345731	49.087292	100							9.817783	20.289047
9.812274	221.02655	9.812274	6.345719	49.095615	100							9.819448	20.291052
9.813939	220.921997	9.813939	6.345711	49.103939	100							9.821114	20.293055
9.815603	220.81665	9.815603	6.345741	49.112267	100							9.822778	20.295059
9.817268	220.710815	9.817268	6.34576	49.12059	100							9.824443	20.295059
9.818933	220.604874	9.818933	6.345733	49.128918	100							9.826108	20.295059
9.820599	220.499817	9.820599	6.345772	49.137241	100							9.827773	20.295059
9.822263	220.395218	9.822263	6.345835	49.145569	100							9.829437	20.295059
9.823928	220.290466	9.823928	6.345856	49.153893	100							9.831102	20.295059
9.825593	220.186478	9.825593	6.345897	49.162216	100							9.832767	20.295059
9.827258	220.081757	9.827258	6.345973	49.170544	100							9.834433	20.295059
9.828922	219.976074	9.828922	6.346036	49.178867	100							9.836097	20.295059
9.830587	219.870483	9.830587	6.346069	49.187195	100							9.837762	20.295059
9.832253	219.764587	9.832253	6.34607	49.195518	100							9.839427	20.295059
9.833918	219.65834	9.833918	6.346078	49.203846	100							9.841092	20.297024
9.835582	219.552399	9.835582	6.346112	49.21217	100							9.842756	20.298988
9.837247	219.446625	9.837247	6.346183	49.220497	100							9.844421	20.300953
9.838912	219.340744	9.838912	6.346233	49.228821	100							9.846087	20.302917
9.840577	219.234726	9.840577	6.346238	49.237144	100							9.847752	20.304882
9.842241	219.128998	9.842241	6.346277	49.245472	100							9.849416	20.306849
9.843906	219.021866	9.843906	6.346341	49.253796	100							9.851081	20.308813
9.845572	218.91655	9.845572	6.346391	49.262123	100							9.852746	20.310778
9.847237	218.811478	9.847237	6.346494	49.270447	100							9.854411	20.312742
9.848901	218.705719	9.848901	6.346574	49.278774	100							9.856075	20.314707
9.850566	218.599258	9.850566	6.346608	49.287098	100							9.85774	20.314707
9.852231	218.499817	9.852231	6.346649	49.295422	100							9.859406	20.314707
9.853896	218.3983	9.853896	6.346709	49.303749	100							9.861071	20.314707
9.85556	218.29071	9.85556	6.346754	49.312073	100							9.862735	20.314707
9.857225	218.181213	9.857225	6.346775	49.3204	100							9.8644	20.314707
9.858891	218.072174	9.858891	6.346799	49.328724	100							9.866065	20.314707
9.860556	217.963943	9.860556	6.346862	49.337051	100							9.86773	20.314707
9.86222	217.85498	9.86222	6.34691	49.345375	100							9.869394	20.314707
9.863885	217.745407	9.863885	6.346928	49.353699	100							9.871059	20.314707
9.86555	217.634766	9.86555	6.346958	49.362026	100							9.872725	20.314707
9.867215	217.523468	9.867215	6.347041	49.37035	100							9.87439	20.316633
9.868879	217.411667	9.868879	6.347094	49.378677	100							9.876054	20.31856
9.870544	217.300888	9.870544	6.347097	49.387001	100							9.877719	20.320486
9.87221	217.19014	9.87221	6.347123	49.395329	100							9.879384	20.322412
9.873875	217.078201	9.873875	6.347185	49.403652	100							9.881049	20.324339
9.875539	216.967056	9.875539	6.347271	49.41198	100							9.882713	20.326265
9.877204	216.856201	9.877204	6.347319	49.420303	100							9.884378	20.328192
9.878869	216.743088	9.878869	6.347353	49.428627	100							9.886044	20.330118
9.880534	216.629639	9.880534	6.347375	49.436954	100							9.887709	20.332045
9.882198	216.51709	9.882198	6.34737	49.445278	100							9.889373	20.333971
9.883863	216.403763	9.883863	6.34736	49.453606	100							9.891038	20.333971
9.885529	216.290955	9.885529	6.347409	49.461929	100							9.892703	20.333971
9.887194	216.177261	9.887194	6.347406	49.470257	100							9.894368	20.333971
9.888858	216.065125	9.888858	6.347373	49.47858	100							9.896032	20.333971
9.890523	215.952423	9.890523	6.347368	49.486904	100							9.897697	20.333971
9.892188	215.839722	9.892188	6.347408	49.495232	100							9.899363	20.333971
9.893853	215.72728	9.893853	6.347444	49.503555	100							9.901028	20.333971
9.895517	215.6147	9.895517	6.347489	49.511883	100							9.902692	20.333971
9.897182	215.502594	9.897182	6.347534	49.520206	100							9.904357	20.333971
9.898848	215.391357	9.898848	6.347576	49.528534	100							9.906022	20.333971
9.900513	215.279739	9.900513	6.347655	49.536858	100							9.907687	20.335859
9.902177	215.167664	9.902177	6.347715	49.545181	100							9.909351	20.337749
9.903842	215.055603	9.903842	6.347712	49.553509	100							9.911016	20.339638
9.905507	214.950043	9.905507	6.347746	49.561832	100							9.912682	20.341526
9.907172	214.842621	9.907172	6.347824	49.57016	100							9.914347	20.343414
9.908836	214.729126	9.908836	6.347894	49.578484	100							9.916011	20.345304
9.910501	214.614792	9.910501	6.347931	49.586811	100							9.917676	20.347193
9.912167	214.499649	9.912167	6.347939	49.595135	100							9.919341	20.349081
9.913832	214.38298	9.913832	6.347955	49.603462	100							9.921006	20.350971
9.915496	214.266602	9.915496	6.34799	49.611786	100							9.92267	20.352859
9.917161	214.150116	9.917161	6.348064	49.62011	100							9.924335	20.352859
9.918826	214.032959	9.918826	6.348133	49.628437	100							9.926001	20.352859
9.920491	213.916672	9.920491	6.348137	49.636761	100							9.927666	20.352859
9.922155	213.799759	9.922155	6.348162	49.645088	100							9.92933	20.352859
9.92382	213.682678	9.92382	6.348174	49.653412	100							9.930995	20.352859
9.925486	213.565933	9.925486	6.348141	49.661739	100							9.93266	20.352859
9.927151	213.447876	9.927151	6.348143	49.670063	100							9.934325	20.352859
9.928815	213.330566	9.928815	6.348172	49.678387	100							9.935989	20.352859
9.93048	213.212799	9.93048	6.348244	49.686714	100							9.937654	20.352859
9.932145	213.094986	9.932145	6.34833	49.695038	100							9.93932	20.352859
9.93381	212.977097	9.93381	6.348383	49.703365	100							9.940985	20.354712
9.935474	212.858337	9.935474	6.348395	49.711689	100							9.942649	20.356564
9.93714	212.739609	9.93714	6.348401	49.720016	100							9.944314	20.358416
9.938805	212.620972	9.938805	6.348413	49.72834	100							9.945979	20.360268
9.94047	212.501709	9.94047	6.348421	49.736664	100							9.947644	20.362122
9.942134	212.38092	9.942134	6.348433	49.744991	100							9.949308	20.363974
9.943799	212.259476	9.943799	6.348449	49.753315	100							9.950974	20.365826
9.945464	212.138565	9.945464	6.34846	49.761642	100							9.952639	20.367678
9.947129	212.018204	9.947129	6.348478	49.769966	100							9.954304	20.36953
9.948793	211.897827	9.948793	6.348511	49.778294	100							9.955968	20.371382
9.950459	211.777557	9.950459	6.348544	49.786617	100							9.957633	20.371382
9.952124	211.657318	9.952124	6.348535	49.794945	100							9.959298	20.371382
9.953789	211.536728	9.953789	6.34851	49.803268	100							9.960963	20.371382
9.955453	211.417465	9.955453	6.348533	49.811592	100							9.962627	20.371382
9.957118	211.297958	9.957118	6.3486	49.81992	100							9.964293	20.371382
9.958783	211.184311	9.958783	6.348699	49.828243	100							9.965958	20.371382
9.960448	211.070404	9.960448	6.348776	49.836571	100							9.967623	20.371382
9.962112	210.949936	9.962112	6.348829	49.844894	100							9.969287	20.371382
9.963778	210.827576	9.963778	6.348862	49.853222	100							9.970952	20.371382
9.965443	210.705322	9.965443	6.348905	49.861546	100							9.972617	20.371382
9.967108	210.582306	9.967108	6.34899	49.869869	100							9.974282	20.373198
9.968772	210.459808	9.968772	6.349069	49.878197	100							9.975946	20.375013
9.970437	210.336395	9.970437	6.349115	49.88652	100							9.977612	20.376831
9.972102	210.211853	9.972102	6.349149	49.894848	100							9.979277	20.378647
9.973767	210.087784	9.973767	6.349238	49.903172	100							9.980942	20.380463
9.975431	209.964905	9.975431	6.349297	49.911499	100							9.982606	20.382278
9.977097	209.842651	9.977097	6.349305	49.919823	100							9.984271	20.384094
9.978762	209.719147	9.978762	6.349339	49.928146	100							9.985936	20.385912
9.980427	209.595169	9.980427	6.349402	49.936474	100							9.987601	20.387728
9.982091	209.471405	9.982091	6.349473	49.944798	100							9.989265	20.389544
9.983756	209.347672	9.983756	6.349516	49.953125	100							9.990931	20.389544
9.985421	209.223495	9.985421	6.349553	49.961449	100							9.992596	20.389544
9.987086	209.098724	9.987086	6.349591	49.969776	100							9.994261	20.389544
9.98875	208.973801	9.98875	6.349653	49.9781	100							9.995925	20.389544
9.990416	208.849609	9.990416	6.349696	49.986427	100							9.99759	20.389544
9.992081	208.725418	9.992081	6.349706	49.994751	100							9.999255	20.389544
9.993746	208.601593	9.993746	6.349747	50.003075	100							10.00092	20.389544
9.99541	208.478195	9.99541	6.349845	50.011402	100							10.002584	20.389544
9.997075	208.353622	9.997075	6.349964	50.019726	100							10.00425	20.389544
9.99874	208.229553	9.99874	6.350041	50.028053	100							10.005915	20.389544
10.000405	208.105652	10.000405	6.350067	50.036377	100							10.00758	20.391325
10.002069	207.981171	10.002069	6.350073	50.044704	100							10.009244	20.393106
10.003735	207.85701	10.003735	6.350105	50.053028	100							10.010909	20.394886
10.0054	207.732803	10.0054	6.350119	50.061352	100							10.012574	20.396667
10.007065	207.608765	10.007065	6.350075	50.069679	100							10.014239	20.398449
10.008729	207.485352	10.008729	6.350062	50.078003	100							10.015903	20.40023
10.010394	207.362335	10.010394	6.35004	50.08633	100							10.017569	20.402012
10.012059	207.246796	10.012059	6.350068	50.094654	100							10.019234	20.403791
10.013724	207.130783	10.013724	6.350117	50.102982	100							10.020899	20.405573
10.015388	207.006607	10.015388	6.350174	50.111305	100							10.022563	20.407354
10.017054	206.879456	10.017054	6.350271	50.119629	100							10.024228	20.407354
10.018719	206.751572	10.018719	6.350306	50.127956	100							10.025893	20.407354
10.020384	206.624496	10.020384	6.350309	50.13628	100							10.027558	20.407354
10.022048	206.49707	10.022048	6.350313	50.144608	100							10.029222	20.407354
10.023713	206.369492	10.023713	6.350334	50.152931	100							10.030888	20.407354
10.025378	206.242416	10.025378	6.3504	50.161259	100							10.032553	20.407354
10.027043	206.114243	10.027043	6.350466	50.169582	100							10.034218	20.407354
10.028708	205.986191	10.028708	6.350528	50.17791	100							10.035882	20.407354
10.030373	205.858475	10.030373	6.350574	50.186234	100							10.037547	20.407354
10.032038	205.730194	10.032038	6.350636	50.194557	100							10.039212	20.407354
10.033703	205.601501	10.033703	6.350715	50.202885	100							10.040877	20.409101
10.035367	205.472092	10.035367	6.350785	50.211208	100							10.042542	20.410849
10.037032	205.343216	10.037032	6.350916	50.219536	100							10.044207	20.412594
10.038697	205.214554	10.038697	6.350995	50.227859	100							10.045872	20.414341
10.040362	205.085342	10.040362	6.351007	50.236187	100							10.047537	20.416088
10.042027	204.955978	10.042027	6.351004	50.244511	100							10.049201	20.417835
10.043692	204.826202	10.043692	6.351033	50.252834	100							10.050866	20.419582
10.045357	204.696426	10.045357	6.351104	50.261162	100							10.052531	20.421328
10.047022	204.565948	10.047022	6.351149	50.269485	100							10.054196	20.423075
10.048686	204.43576	10.048686	6.351198	50.277813	100							10.055861	20.424822
10.050351	204.305603	10.050351	6.351263	50.286137	100							10.057526	20.424822
10.052016	204.17514	10.052016	6.35134	50.294464	100							10.059191	20.424822
10.053681	204.044617	10.053681	6.351376	50.302788	100							10.060856	20.424822
10.055346	203.915237	10.055346	6.351406	50.311111	100							10.06252	20.424822
10.057011	203.786728	10.057011	6.351497	50.319439	100							10.064185	20.424822
10.058676	203.657104	10.058676	6.351575	50.327763	100							10.06585	20.424822
10.060341	203.52623	10.060341	6.351592	50.33609	100							10.067515	20.424822
10.062005	203.395676	10.062005	6.351616	50.344414	100							10.06918	20.424822
10.06367	203.266464	10.06367	6.351643	50.352741	100							10.070845	20.424822
10.065335	203.14389	10.065335	6.351655	50.361065	100							10.07251	20.424822
10.067	203.021942	10.067	6.351695	50.369392	100							10.074175	20.426535
10.068665	202.893173	10.068665	6.351751	50.377716	100							10.07584	20.428247
10.07033	202.762451	10.07033	6.351764	50.38604	100							10.077504	20.42996
10.071995	202.63179	10.071995	6.351739	50.394367	100							10.079169	20.431673
10.07366	202.500732	10.07366	6.351755	50.402691	100							10.080834	20.433388
10.075324	202.369736	10.075324	6.351797	50.411018	100							10.0825	20.435101
10.076989	202.238464	10.076989	6.351815	50.419342	100							10.084164	20.436813
10.078654	202.10701	10.078654	6.351832	50.42767	100							10.085829	20.438526
10.080319	201.975571	10.080319	6.351867	50.435993	100							10.087494	20.440239
10.081984	201.845078	10.081984	6.3519	50.444317	100							10.089159	20.441952
10.083649	201.71373	10.083649	6.35191	50.452644	100							10.090823	20.441952
10.085314	201.581299	10.085314	6.351935	50.460968	100							10.092488	20.441952
10.086979	201.450729	10.086979	6.352007	50.469296	100							10.094153	20.441952
10.088643	201.321091	10.088643	6.352085	50.477619	100							10.095819	20.441952
10.090308	201.190399	10.090308	6.352196	50.485947	100							10.097483	20.441952
10.091973	201.059723	10.091973	6.352283	50.49427	100							10.099148	20.441952
10.093638	200.929428	10.093638	6.352358	50.502598	100							10.100813	20.441952
10.095303	200.798706	10.095303	6.352443	50.510921	100							10.102478	20.441952
10.096968	200.667831	10.096968	6.352527	50.519245	100							10.104142	20.441952
10.098633	200.536072	10.098633	6.352613	50.527573	100							10.105807	20.441952
10.100298	200.404633	10.100298	6.352726	50.535896	100							10.107472	20.443632
10.101962	200.27446	10.101962	6.352839	50.544224	100							10.109138	20.445313
10.103627	200.144409	10.103627	6.352875	50.552547	100							10.110802	20.446991
10.105292	200.015167	10.105292	6.35283	50.560875	100							10.112467	20.448671
10.106957	199.886002	10.106957	6.352776	50.569199	100							10.114132	20.450352
10.108622	199.756729	10.108622	6.35276	50.577522	100							10.115797	20.452032
10.110287	199.628464	10.110287	6.352784	50.58585	100							10.117461	20.453712
10.111952	199.500153	10.111952	6.352832	50.594173	100							10.119126	20.455391
10.113617	199.372131	10.113617	6.352858	50.602501	100							10.120791	20.457071
10.115281	199.244659	10.115281	6.352873	50.610825	100							10.122457	20.458752
10.116946	199.116791	10.116946	6.352925	50.619152	100							10.124121	20.458752
10.118611	198.994659	10.118611	6.352964	50.627476	100							10.125786	20.458752
10.120276	198.87381	10.120276	6.353006	50.635799	100							10.127451	20.458752
10.121941	198.74527	10.121941	6.353076	50.644127	100							10.129116	20.458752
10.123606	198.613541	10.123606	6.353128	50.652451	100							10.13078	20.458752
10.125271	198.481979	10.125271	6.353174	50.660778	100							10.132445	20.458752
10.126936	198.351471	10.126936	6.353219	50.669102	100							10.13411	20.458752
10.1286	198.2202	10.1286	6.353221	50.677429	100							10.135776	20.458752
10.130265	198.088547	10.130265	6.353237	50.685753	100							10.13744	20.458752
10.13193	197.957001	10.13193	6.353283	50.69408	100							10.139105	20.458752
10.133595	197.824112	10.133595	6.353332	50.702404	100							10.14077	20.4604
10.13526	197.691086	10.13526	6.353363	50.710728	100							10.142435	20.462048
10.136925	197.558685	10.136925	6.353395	50.719055	100							10.144099	20.463694
10.13859	197.425735	10.13859	6.353436	50.727379	100							10.145764	20.465342
10.140255	197.293335	10.140255	6.35346	50.735706	100							10.147429	20.46699
10.141919	197.162155	10.141919	6.35344	50.74403	100							10.149095	20.468637
10.143584	197.032013	10.143584	6.353426	50.752357	100							10.150759	20.470285
10.145249	196.902161	10.145249	6.353374	50.760681	100							10.152424	20.471931
10.146914	196.769989	10.146914	6.3534	50.769005	100							10.154089	20.473579
10.148579	196.637436	10.148579	6.353465	50.777332	100							10.155754	20.475227
10.150244	196.506271	10.150244	6.353475	50.785656	100							10.157418	20.475227
10.151909	196.374634	10.151909	6.353486	50.793983	100							10.159083	20.475227
10.153574	196.24234	10.153574	6.353507	50.802307	100							10.160748	20.475227
10.155238	196.110153	10.155238	6.353536	50.810635	100							10.162414	20.475227
10.156903	195.978867	10.156903	6.353554	50.818958	100							10.164078	20.475227
10.158568	195.846741	10.158568	6.353576	50.827282	100							10.165743	20.475227
10.160233	195.715118	10.160233	6.353603	50.835609	100							10.167408	20.475227
10.161898	195.583618	10.161898	6.353638	50.843933	100							10.169073	20.475227
10.163563	195.451324	10.163563	6.353669	50.852261	100							10.170737	20.475227
10.165228	195.320084	10.165228	6.353717	50.860584	100							10.172402	20.475227
10.166893	195.18956	10.166893	6.353773	50.868912	100							10.174067	20.476843
10.168557	195.058762	10.168557	6.353806	50.877235	100							10.175733	20.47846
10.170222	194.928162	10.170222	6.353844	50.885563	100							10.177397	20.480076
10.171887	194.804367	10.171887	6.353882	50.893887	100							10.179062	20.481691
10.173553	194.68428	10.173553	6.353901	50.90221	100							10.180727	20.483307
10.175217	194.555481	10.175217	6.353917	50.910538	100							10.182392	20.484924
10.176882	194.424515	10.176882	6.353937	50.918861	100							10.184056	20.48654
10.178547	194.293106	10.178547	6.353939	50.927189	100							10.185721	20.488155
10.180212	194.16217	10.180212	6.353915	50.935513	100							10.187387	20.489773
10.181876	194.032532	10.181876	6.353985	50.94384	100							10.189052	20.491388
10.183541	193.901978	10.183541	6.354025	50.952164	100							10.190716	20.491388
10.185206	193.770279	10.185206	6.354062	50.960487	100							10.192381	20.491388
10.186872	193.6371	10.186872	6.354101	50.968815	100							10.194046	20.491388
10.188536	193.506317	10.188536	6.354106	50.977139	100							10.195711	20.491388
10.190201	193.376465	10.190201	6.354115	50.985466	100							10.197375	20.491388
10.191866	193.245193	10.191866	6.354155	50.99379	100							10.19904	20.491388
10.193531	193.115097	10.193531	6.354206	51.002117	100							10.200706	20.491388
10.195195	192.984894	10.195195	6.35422	51.010441	100							10.202371	20.491388
10.19686	192.85556	10.19686	6.354239	51.018764	100							10.204035	20.491388
10.198525	192.724548	10.198525	6.354231	51.027092	100							10.2057	20.491388
10.200191	192.594086	10.200191	6.354218	51.035416	100							10.207365	20.492973
10.201855	192.464508	10.201855	6.354244	51.043743	100							10.20903	20.494558
10.20352	192.335999	10.20352	6.354271	51.052067	100							10.210694	20.496143
10.205185	192.209076	10.205185	6.354298	51.060394	100							10.212359	20.497728
10.20685	192.080582	10.20685	6.354267	51.068718	100							10.214025	20.499313
10.208514	191.952484	10.208514	6.354281	51.077045	100							10.21569	20.5009
10.210179	191.824814	10.210179	6.354321	51.085369	100							10.217354	20.502485
10.211844	191.696503	10.211844	6.354358	51.093693	100							10.219019	20.50407
10.21351	191.567856	10.21351	6.354419	51.10202	100							10.220684	20.505655
10.215174	191.439926	10.215174	6.354423	51.110344	100							10.222349	20.50724
10.216839	191.313965	10.216839	6.354442	51.118671	100							10.224013	20.508795
10.218504	191.188324	10.218504	6.354453	51.126995	100							10.225678	20.510349
10.220169	191.063431	10.220169	6.354457	51.135323	100							10.227344	20.511904
10.221833	190.938324	10.221833	6.354459	51.143646	100							10.229009	20.513458
10.223498	190.812881	10.223498	6.354444	51.15197	100							10.230673	20.515015
10.225163	190.693542	10.225163	6.354449	51.160297	100							10.232338	20.516569
10.226829	190.578201	10.226829	6.354463	51.168621	100							10.234003	20.518124
10.228494	190.454208	10.228494	6.354439	51.176949	100							10.235668	20.519678
10.230158	190.326889	10.230158	6.354475	51.185272	100							10.237332	20.521233
10.231823	190.199448	10.231823	6.354517	51.1936	100							10.238997	20.522787
10.233488	190.0737	10.233488	6.354572	51.201923	100							10.240663	20.522787
10.235153	189.947601	10.235153	6.354593	51.210247	100							10.242328	20.522787
10.236817	189.821442	10.236817	6.354566	51.218575	100							10.243992	20.522787
10.238482	189.694199	10.238482	6.354531	51.226898	100							10.245657	20.522787
10.240148	189.567078	10.240148	6.354506	51.235226	100							10.247322	20.522787
10.241813	189.44014	10.241813	6.354536	51.243549	100							10.248987	20.522787
10.243477	189.314316	10.243477	6.354588	51.251877	100							10.250651	20.522787
10.245142	189.187653	10.245142	6.354628	51.260201	100							10.252316	20.522787
10.246807	189.060257	10.246807	6.354625	51.268528	100							10.253982	20.522787
10.248472	188.933853	10.248472	6.354615	51.276852	100							10.255647	20.522787
10.250136	188.808212	10.250136	6.354633	51.285175	100							10.257311	20.524313
10.251801	188.6819	10.251801	6.354703	51.293503	100							10.258976	20.525837
10.253467	188.55632	10.253467	6.35476	51.301826	100							10.260641	20.527363
10.255132	188.430603	10.255132	6.354815	51.310154	100							10.262306	20.528887
10.256796	188.302979	10.256796	6.354843	51.318478	100							10.26397	20.530413
10.258461	188.175125	10.258461	6.354833	51.326805	100							10.265635	20.531939
10.260126	188.049301	10.260126	6.354815	51.335129	100							10.267301	20.533463
10.261791	187.922592	10.261791	6.354817	51.343452	100							10.268966	20.534988
10.263455	187.795578	10.263455	6.354859	51.35178	100							10.27063	20.536512
10.265121	187.669968	10.265121	6.354914	51.360104	100							10.272295	20.538038
10.266786	187.543854	10.266786	6.354965	51.368431	100							10.27396	20.538038
10.268451	187.418762	10.268451	6.355027	51.376755	100							10.275625	20.538038
10.270115	187.293961	10.270115	6.355038	51.385082	100							10.277289	20.538038
10.27178	187.169067	10.27178	6.355009	51.393406	100							10.278955	20.538038
10.273445	187.043747	10.273445	6.354995	51.40173	100							10.28062	20.538038
10.27511	186.918228	10.27511	6.355012	51.410057	100							10.282285	20.538038
10.276774	186.793304	10.276774	6.355009	51.418381	100							10.283949	20.538038
10.27844	186.674255	10.27844	6.354998	51.426708	100							10.285614	20.538038
10.280105	186.559311	10.280105	6.355003	51.435032	100							10.287279	20.538038
10.28177	186.436447	10.28177	6.355038	51.443359	100							10.288944	20.538038
10.283434	186.311829	10.283434	6.355084	51.451683	100							10.290608	20.539534
10.285099	186.186264	10.285099	6.355103	51.460011	100							10.292274	20.541031
10.286764	186.061569	10.286764	6.355137	51.468334	100							10.293939	20.542526
10.288429	185.9366	10.288429	6.355164	51.476658	100							10.295604	20.544024
10.290093	185.811905	10.290093	6.355174									10.297268	20.545519
10.291759	185.686646	10.291759	6.355257									10.298933	20.547014
10.293424	185.561951	10.293424	6.355358									10.300598	20.548512
10.295089	185.437408	10.295089	6.355387									10.302263	20.550007
10.296753	185.312424	10.296753	6.355374									10.303927	20.551504
10.298418	185.188324	10.298418	6.355361									10.305593	20.552999
10.300083	185.064331	10.300083	6.355383									10.307258	20.552999
10.301748	184.938156	10.301748	6.355381									10.308923	20.552999
10.303412	184.812057	10.303412	6.355421									10.310587	20.552999
10.305078	184.687485	10.305078	6.355418									10.312252	20.552999
10.306743	184.56189	10.306743	6.355442									10.313917	20.552999
10.308408	184.437607	10.308408	6.35549									10.315582	20.552999
10.310072	184.312164	10.310072	6.355518									10.317246	20.552999
10.311737	184.187866	10.311737	6.355506									10.318912	20.552999
10.313402	184.063477	10.313402	6.355493									10.320577	20.552999
10.315067	183.93985	10.315067	6.355466									10.322242	20.552999
10.316731	183.816162	10.316731	6.355467									10.323906	20.554466
10.318397	183.691803	10.318397	6.355486									10.325571	20.555935
10.320062	183.568512	10.320062	6.355493									10.327236	20.557404
10.321727	183.446045	10.321727	6.355479									10.328901	20.55887
10.323391	183.324524	10.323391	6.355508									10.330565	20.560337
10.325056	183.202744	10.325056	6.355527									10.332231	20.561806
10.326721	183.080963	10.326721	6.355577									10.333896	20.563274
10.328386	182.957794	10.328386	6.355634									10.335561	20.564741
10.33005	182.83551	10.33005	6.355665									10.337225	20.566208
10.331716	182.71875	10.331716	6.355657									10.33889	20.567677
10.333381	182.606689	10.333381	6.355669									10.340555	20.567677
10.335046	182.486801	10.335046	6.355717									10.34222	20.567677
10.33671	182.365005	10.33671	6.35576									10.343884	20.567677
10.338375	182.241577	10.338375	6.355837									10.34555	20.567677
10.34004	182.118027	10.34004	6.355859									10.347215	20.567677
10.341705	181.994263	10.341705	6.35585									10.34888	20.567677
10.343369	181.871124	10.343369	6.35585									10.350544	20.567677
10.345035	181.748398	10.345035	6.355869									10.352209	20.567677
10.3467	181.624939	10.3467	6.355884									10.353874	20.567677
10.348365	181.502182	10.348365	6.355913									10.355539	20.567677
10.350029	181.379974	10.350029	6.355934									10.357203	20.569117
10.351694	181.257751	10.351694	6.355949									10.358869	20.570557
10.353359	181.135376	10.353359	6.355952									10.360534	20.571995
10.355024	181.014175	10.355024	6.355947									10.362199	20.573435
10.356688	180.893509	10.356688	6.355939									10.363863	20.574875
10.358354	180.772903	10.358354	6.356018									10.365528	20.576315
10.360019	180.653854	10.360019	6.356114									10.367193	20.577755
10.361684	180.532867	10.361684	6.356159									10.368858	20.579193
10.363348	180.41124	10.363348	6.356115									10.370522	20.580633
10.365013	180.289093	10.365013	6.356119									10.372188	20.582073
10.366678	180.166275	10.366678	6.356161									10.373853	20.582073
10.368343	180.044647	10.368343	6.356148									10.375518	20.582073
10.370008	179.924194	10.370008	6.356143									10.377182	20.582073
10.371673	179.803299	10.371673	6.356195									10.378847	20.582073
10.373338	179.680939	10.373338	6.356235									10.380512	20.582073
10.375003	179.557968	10.375003	6.356273									10.382177	20.582073
10.376667	179.435837	10.376667	6.356307									10.383842	20.582073
10.378332	179.313492	10.378332	6.356337									10.385507	20.582073
10.379997	179.192871	10.379997	6.356379									10.387172	20.582073
10.381662	179.07164	10.381662	6.356371									10.388837	20.582073
10.383327	178.951553	10.383327	6.356365									10.390501	20.583487
10.384992	178.835114	10.384992	6.356433									10.392166	20.584898
10.386657	178.724304	10.386657	6.356498									10.393831	20.586311
