Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1	
UV		Cond		Conc B		Injection		Run Log		Fraction		UV_CUT_TEMP@100,BASEM	
ml	mAU	ml	mS/cm	ml	%	ml	Injection	ml	Logbook	ml	Fraction	ml	mAU
2.175416	23.656569	2.175452	6.355195	10.90585	0							2.182609	8.541949
2.177068	23.660622	2.177104	6.355136	10.914111	0							2.184261	8.546622
2.17872	23.664053	2.178756	6.355093	10.922373	0							2.185913	8.551295
2.180372	23.667706	2.180408	6.355089	10.930634	0							2.187565	8.555968
2.182025	23.671234	2.182061	6.355017	10.938895	0							2.189218	8.56064
2.183677	23.673868	2.183713	6.354935	10.947156	0							2.19087	8.565313
2.185329	23.675877	2.185365	6.354905	10.955418	0							2.192522	8.569986
2.186981	23.677479	2.187018	6.354869	10.963678	0							2.194174	8.574659
2.188634	23.67989	2.18867	6.354868	10.97194	0							2.195827	8.579332
2.190286	23.683134	2.190322	6.354874	10.980201	0							2.197479	8.584005
2.191938	23.68647	2.191974	6.35483	10.988462	0							2.199131	8.588671
2.19359	23.689867	2.193627	6.354782	10.996723	0							2.200783	8.593335
2.195243	23.692101	2.195279	6.354753	11.004985	0							2.202435	8.598001
2.196895	23.693787	2.196931	6.354772	11.013246	0							2.204088	8.602666
2.198547	23.69582	2.198584	6.354782	11.021507	0							2.20574	8.60733
2.200199	23.697538	2.200236	6.35474	11.029768	0							2.207392	8.611996
2.201852	23.700377	2.201888	6.354698	11.03803	0							2.209044	8.616661
2.203504	23.702042	2.20354	6.354655	11.04629	0							2.210697	8.621326
2.205156	23.704815	2.205193	6.354652	11.054552	0							2.212349	8.625991
2.206808	23.708303	2.206845	6.354595	11.062813	0							2.214001	8.630656
2.208461	23.710331	2.208497	6.354501	11.071074	0							2.215653	8.63998
2.210113	23.71295	2.210149	6.354424	11.079335	0							2.217306	8.649305
2.211765	23.715242	2.211802	6.354304	11.087597	0							2.218958	8.658629
2.213417	23.716906	2.213454	6.354234	11.095858	0							2.22061	8.667953
2.21507	23.717716	2.215106	6.35418	11.104119	0							2.222262	8.677279
2.216722	23.718098	2.216758	6.354039	11.11238	0							2.223915	8.686603
2.218374	23.719917	2.218411	6.353951	11.120642	0							2.225567	8.695927
2.220026	23.721176	2.220063	6.353848	11.128902	0							2.227219	8.705251
2.221678	23.7227	2.221715	6.35369	11.137164	0							2.228871	8.714576
2.223331	23.725483	2.223367	6.353607	11.145425	0							2.230524	8.7239
2.224983	23.72809	2.22502	6.353522	11.153687	0							2.232176	8.72854
2.226635	23.730789	2.226672	6.353357	11.161947	0							2.233828	8.733181
2.228287	23.733467	2.228324	6.353273	11.170209	0							2.23548	8.737822
2.22994	23.735914	2.229977	6.353127	11.17847	0							2.237133	8.742462
2.231592	23.737886	2.231629	6.352974	11.186731	0							2.238785	8.747103
2.233244	23.738718	2.233281	6.352834	11.194992	0							2.240437	8.751744
2.234896	23.740568	2.234933	6.352645	11.203254	0							2.242089	8.756385
2.236549	23.74188	2.236586	6.352468	11.211514	0							2.243742	8.761025
2.238201	23.743889	2.238238	6.35232	11.219776	0							2.245394	8.765666
2.239853	23.745657	2.23989	6.352183	11.228037	0							2.247046	8.770307
2.241505	23.748104	2.241543	6.352068	11.236299	0							2.248698	8.774939
2.243158	23.750038	2.243195	6.351917	11.244559	0							2.25035	8.779572
2.24481	23.752043	2.244847	6.351734	11.252821	0							2.252003	8.784204
2.246462	23.753641	2.246499	6.351582	11.261082	0							2.253655	8.788836
2.248114	23.75543	2.248152	6.351481	11.269343	0							2.255307	8.793468
2.249767	23.756155	2.249804	6.351362	11.277604	0							2.256959	8.7981
2.251419	23.756161	2.251456	6.351218	11.285865	0							2.258612	8.802732
2.253071	23.757496	2.253108	6.351071	11.294127	0							2.260264	8.807364
2.254723	23.75963	2.254761	6.350906	11.302387	0							2.261916	8.811997
2.256376	23.761646	2.256413	6.350909	11.310649	0							2.263568	8.816629
2.258028	23.763363	2.258065	6.350879	11.31891	0							2.265221	8.821253
2.25968	23.766275	2.259717	6.350831	11.327171	0							2.266873	8.825877
2.261332	23.767687	2.26137	6.350743	11.335432	0							2.268525	8.830501
2.262985	23.768486	2.263022	6.350681	11.343694	0							2.270177	8.835124
2.264637	23.769337	2.264674	6.350616	11.351954	0							2.27183	8.839748
2.266289	23.770235	2.266326	6.350516	11.360216	0							2.273482	8.844372
2.267941	23.771238	2.267979	6.350506	11.368477	0							2.275134	8.848995
2.269593	23.772196	2.269631	6.3505	11.376739	0							2.276786	8.853619
2.271246	23.773886	2.271283	6.35046	11.384999	0							2.278439	8.858243
2.272898	23.775242	2.272936	6.350442	11.393261	0							2.280091	8.862866
2.27455	23.776073	2.274588	6.350439	11.401522	0							2.281743	8.867481
2.276202	23.777487	2.27624	6.350502	11.409783	0							2.283395	8.872096
2.277855	23.779556	2.277892	6.350502	11.418044	0							2.285048	8.876712
2.279507	23.781174	2.279545	6.350488	11.426306	0							2.2867	8.881327
2.281159	23.78194	2.281197	6.350469	11.434566	0							2.288352	8.885942
2.282811	23.784168	2.282849	6.35039	11.442828	0							2.290004	8.890556
2.284464	23.78665	2.284501	6.350311	11.451089	0							2.291656	8.895171
2.286116	23.788448	2.286154	6.350277	11.459351	0							2.293309	8.899787
2.287768	23.789198	2.287806	6.350246	11.467611	0							2.294961	8.904402
2.28942	23.790308	2.289458	6.350252	11.475873	0							2.296613	8.909017
2.291073	23.791491	2.291111	6.350294	11.484134	0							2.298265	8.913623
2.292725	23.793705	2.292763	6.350315	11.492395	0							2.299918	8.918229
2.294377	23.794178	2.294415	6.350313	11.500656	0							2.30157	8.922835
2.296029	23.794371	2.296067	6.350314	11.508918	0							2.303222	8.927442
2.297682	23.795958	2.297719	6.350348	11.517179	0							2.304874	8.932048
2.299334	23.795809	2.299372	6.35041	11.52544	0							2.306527	8.936654
2.300986	23.796352	2.301024	6.350363	11.533701	0							2.308179	8.94126
2.302638	23.798075	2.302676	6.350431	11.541963	0							2.309831	8.945867
2.304291	23.799765	2.304329	6.350459	11.550223	0							2.311483	8.950473
2.305943	23.80138	2.305981	6.350444	11.558485	0							2.313136	8.955079
2.307595	23.802341	2.307633	6.35042	11.566746	0							2.314788	8.964282
2.309247	23.803202	2.309285	6.350405	11.575007	0							2.31644	8.973486
2.310899	23.804327	2.310938	6.350355	11.583268	0							2.318092	8.982689
2.312552	23.805302	2.31259	6.350347	11.59153	0							2.319745	8.991893
2.314204	23.807116	2.314242	6.3503	11.599791	0							2.321397	9.001096
2.315856	23.807619	2.315894	6.350358	11.608052	0							2.323049	9.010299
2.317508	23.808046	2.317547	6.350426	11.616313	0							2.324701	9.019503
2.319161	23.809277	2.319199	6.350451	11.624575	0							2.326354	9.028706
2.320813	23.810057	2.320851	6.350425	11.632835	0							2.328006	9.03791
2.322465	23.810749	2.322504	6.350361	11.641097	0							2.329658	9.047112
2.324117	23.811188	2.324156	6.350307	11.649358	0							2.33131	9.051691
2.32577	23.811192	2.325808	6.350242	11.657619	0							2.332963	9.056271
2.327422	23.812429	2.32746	6.350211	11.66588	0							2.334615	9.060849
2.329074	23.813681	2.329113	6.350136	11.674142	0							2.336267	9.065429
2.330726	23.815777	2.330765	6.350104	11.682403	0							2.337919	9.070007
2.332379	23.815725	2.332417	6.350137	11.690664	0							2.339571	9.074586
2.334031	23.817602	2.334069	6.350111	11.698925	0							2.341224	9.079165
2.335683	23.819307	2.335722	6.350049	11.707187	0							2.342876	9.083744
2.337335	23.820158	2.337374	6.349946	11.715447	0							2.344528	9.088324
2.338988	23.821144	2.339026	6.349861	11.723709	0							2.34618	9.092902
2.34064	23.824306	2.340678	6.349842	11.73197	0							2.347833	9.097472
2.342292	23.824728	2.342331	6.349808	11.740232	0							2.349485	9.102041
2.343944	23.824636	2.343983	6.349771	11.748492	0							2.351137	9.106611
2.345597	23.825844	2.345635	6.34975	11.756754	0							2.352789	9.11118
2.347249	23.826813	2.347288	6.349698	11.765015	0							2.354442	9.11575
2.348901	23.827991	2.34894	6.349639	11.773276	0							2.356094	9.12032
2.350553	23.827969	2.350592	6.349636	11.781537	0							2.357746	9.124889
2.352206	23.828487	2.352244	6.349626	11.789799	0							2.359398	9.129459
2.353858	23.830322	2.353897	6.349627	11.798059	0							2.361051	9.134028
2.35551	23.832077	2.355549	6.349609	11.806321	0							2.362703	9.138598
2.357162	23.832962	2.357201	6.349613	11.814582	0							2.364355	9.143159
2.358814	23.833778	2.358853	6.349611	11.822844	0							2.366007	9.147718
2.360467	23.835449	2.360506	6.349629	11.831104	0							2.367659	9.152279
2.362119	23.837017	2.362158	6.349644	11.839366	0							2.369312	9.156838
2.363771	23.837111	2.36381	6.349695	11.847627	0							2.370964	9.161399
2.365423	23.838045	2.365463	6.34974	11.855888	0							2.372616	9.165959
2.367076	23.838129	2.367115	6.349804	11.864149	0							2.374268	9.170519
2.368728	23.839682	2.368767	6.349817	11.872411	0							2.375921	9.175079
2.37038	23.839718	2.370419	6.349785	11.880672	0							2.377573	9.179639
2.372032	23.841734	2.372072	6.349753	11.888933	0							2.379225	9.184199
2.373685	23.841248	2.373724	6.349713	11.897194	0							2.380877	9.18875
2.375337	23.841806	2.375376	6.349671	11.905456	0							2.382529	9.1933
2.376989	23.843624	2.377028	6.349639	11.913716	0							2.384182	9.197851
2.378641	23.845356	2.378681	6.349617	11.921978	0							2.385834	9.202402
2.380294	23.845119	2.380333	6.349597	11.930239	0							2.387486	9.206953
2.381946	23.846346	2.381985	6.349541	11.9385	0							2.389138	9.211503
2.383598	23.84705	2.383637	6.349512	11.946761	0							2.390791	9.216054
2.38525	23.847851	2.38529	6.349493	11.955023	0							2.392443	9.220605
2.386903	23.849625	2.386942	6.349446	11.963284	0							2.394095	9.225155
2.388555	23.850702	2.388594	6.349422	11.971545	0							2.395747	9.229706
2.390207	23.850616	2.390246	6.3494	11.979806	0							2.3974	9.238795
2.391859	23.852293	2.391899	6.34931	11.988067	0							2.399052	9.247886
2.393512	23.852758	2.393551	6.349228	11.996328	0							2.400704	9.256975
2.395164	23.85321	2.395203	6.349145	12.004589	0							2.402356	9.266066
2.396816	23.85463	2.396856	6.349092	12.012851	0							2.404009	9.275155
2.398468	23.855743	2.398508	6.348991	12.021111	0							2.405661	9.284245
2.40012	23.856989	2.40016	6.348991	12.029373	0							2.407313	9.293335
2.401773	23.856739	2.401812	6.348958	12.037634	0							2.408965	9.302424
2.403425	23.856716	2.403465	6.348872	12.045896	0							2.410618	9.311515
2.405077	23.858118	2.405117	6.348801	12.054156	0							2.41227	9.320604
2.406729	23.859625	2.406769	6.348646	12.062418	0							2.413922	9.325126
2.408382	23.859295	2.408422	6.348519	12.070679	0							2.415574	9.329647
2.410034	23.859919	2.410074	6.348423	12.07894	0							2.417227	9.334167
2.411686	23.860924	2.411726	6.348336	12.087201	0							2.418879	9.338689
2.413338	23.862116	2.413378	6.348269	12.095463	0							2.420531	9.34321
2.414991	23.863997	2.41503	6.348214	12.103724	0							2.422183	9.347732
2.416643	23.864229	2.416683	6.348186	12.111985	0							2.423836	9.352253
2.418295	23.864176	2.418335	6.348182	12.120246	0							2.425488	9.356773
2.419947	23.864201	2.419987	6.348138	12.128508	0							2.42714	9.361295
2.4216	23.865728	2.421639	6.348032	12.136768	0							2.428792	9.365816
2.423252	23.866905	2.423292	6.347963	12.14503	0							2.430444	9.370327
2.424904	23.866638	2.424944	6.34789	12.153291	0							2.432097	9.374839
2.426556	23.865173	2.426596	6.347791	12.161552	0							2.433749	9.37935
2.428209	23.866163	2.428249	6.347702	12.169813	0							2.435401	9.383861
2.429861	23.868523	2.429901	6.347597	12.178075	0							2.437053	9.388372
2.431513	23.868542	2.431553	6.347484	12.186336	0							2.438706	9.392883
2.433165	23.869215	2.433205	6.347391	12.194597	0							2.440358	9.397394
2.434818	23.871084	2.434858	6.347358	12.202858	0							2.44201	9.401905
2.43647	23.871454	2.43651	6.347349	12.21112	0							2.443662	9.406417
2.438122	23.873648	2.438162	6.347329	12.21938	0							2.445315	9.410928
2.439774	23.873226	2.439815	6.347291	12.227642	0							2.446967	9.415429
2.441426	23.874697	2.441467	6.347303	12.235903	0							2.448619	9.41993
2.443079	23.875635	2.443119	6.34726	12.244164	0							2.450271	9.424431
2.444731	23.875984	2.444771	6.34724	12.252425	0							2.451924	9.428932
2.446383	23.875938	2.446424	6.347208	12.260687	0							2.453576	9.433434
2.448035	23.87689	2.448076	6.34726	12.268948	0							2.455228	9.437935
2.449687	23.878666	2.449728	6.347248	12.277209	0							2.45688	9.442436
2.45134	23.878738	2.45138	6.347321	12.28547	0							2.458533	9.446937
2.452992	23.878717	2.453033	6.347352	12.293732	0							2.460185	9.451438
2.454644	23.878773	2.454685	6.347423	12.301992	0							2.461837	9.455939
2.456296	23.879696	2.456337	6.347471	12.310254	0							2.463489	9.46043
2.457949	23.881163	2.457989	6.347439	12.318515	0							2.465142	9.464921
2.459601	23.882406	2.459642	6.347473	12.326777	0							2.466794	9.469412
2.461253	23.882599	2.461294	6.347491	12.335037	0							2.468446	9.473903
2.462905	23.882689	2.462946	6.347506	12.343299	0							2.470098	9.478394
2.464558	23.883673	2.464598	6.347459	12.35156	0							2.47175	9.482885
2.46621	23.884188	2.466251	6.347454	12.359821	0							2.473403	9.487376
2.467862	23.884546	2.467903	6.34747	12.368082	0							2.475055	9.491867
2.469514	23.885645	2.469555	6.347504	12.376344	0							2.476707	9.496358
2.471167	23.887739	2.471208	6.34753	12.384604	0							2.478359	9.500849
2.472819	23.888786	2.47286	6.347493	12.392866	0							2.480012	9.505329
2.474471	23.889845	2.474512	6.347413	12.401127	0							2.481664	9.509809
2.476123	23.889839	2.476164	6.347369	12.409389	0							2.483316	9.514291
2.477776	23.890272	2.477817	6.347353	12.417649	0							2.484968	9.518771
2.479428	23.890709	2.479469	6.347345	12.425911	0							2.486621	9.523252
2.48108	23.889723	2.481121	6.347339	12.434172	0							2.488273	9.527732
2.482732	23.891937	2.482774	6.347299	12.442433	0							2.489925	9.532212
2.484385	23.893616	2.484426	6.347309	12.450694	0							2.491577	9.536694
2.486037	23.893585	2.486078	6.347382	12.458956	0							2.49323	9.541174
2.487689	23.895138	2.48773	6.34741	12.467216	0							2.494882	9.545654
2.489341	23.895981	2.489383	6.34745	12.475478	0							2.496534	9.554602
2.490993	23.896711	2.491035	6.347464	12.483739	0							2.498186	9.563549
2.492646	23.896395	2.492687	6.347419	12.492001	0							2.499839	9.572496
2.494298	23.896137	2.494339	6.347442	12.500261	0							2.501491	9.581444
2.49595	23.896494	2.495991	6.347437	12.508523	0							2.503143	9.590391
2.497602	23.897606	2.497644	6.347439	12.516784	0							2.504795	9.599339
2.499255	23.899343	2.499296	6.347425	12.525045	0							2.506448	9.608287
2.500907	23.899784	2.500948	6.34741	12.533306	0							2.5081	9.617234
2.502559	23.900631	2.502601	6.347333	12.541568	0							2.509752	9.626182
2.504211	23.901867	2.504253	6.347298	12.549829	0							2.511404	9.635129
2.505864	23.904102	2.505905	6.347308	12.55809	0							2.513057	9.639578
2.507516	23.905933	2.507557	6.347312	12.566351	0							2.514709	9.644027
2.509168	23.905458	2.50921	6.347324	12.574613	0							2.516361	9.648477
2.51082	23.905199	2.510862	6.347307	12.582873	0							2.518013	9.652925
2.512473	23.90472	2.512514	6.34726	12.591135	0							2.519665	9.657374
2.514125	23.904299	2.514167	6.347216	12.599396	0							2.521318	9.661823
2.515777	23.905296	2.515819	6.347209	12.607657	0							2.52297	9.666272
2.517429	23.904705	2.517471	6.347206	12.615918	0							2.524622	9.670722
2.519082	23.905876	2.519123	6.34725	12.62418	0							2.526274	9.675171
2.520734	23.907362	2.520776	6.347292	12.632441	0							2.527927	9.67962
2.522386	23.9069	2.522428	6.34733	12.640702	0							2.529579	9.684058
2.524038	23.908287	2.52408	6.347401	12.648963	0							2.531231	9.688497
2.525691	23.909086	2.525732	6.347492	12.657225	0							2.532883	9.692935
2.527343	23.909348	2.527385	6.347512	12.665485	0							2.534536	9.697373
2.528995	23.908215	2.529037	6.347445	12.673747	0							2.536188	9.701812
2.530647	23.908428	2.530689	6.347383	12.682008	0							2.53784	9.70625
2.5323	23.911089	2.532341	6.347331	12.690269	0							2.539492	9.710689
2.533952	23.913801	2.533994	6.347304	12.69853	0							2.541145	9.715127
2.535604	23.914602	2.535646	6.347306	12.706791	0							2.542797	9.719565
2.537256	23.915108	2.537298	6.347273	12.715053	0							2.544449	9.724004
2.538908	23.914757	2.53895	6.347245	12.723313	0							2.546101	9.728432
2.540561	23.915777	2.540603	6.347223	12.731575	0							2.547754	9.73286
2.542213	23.916809	2.542255	6.347177	12.739836	0							2.549406	9.737287
2.543865	23.91757	2.543907	6.347099	12.748097	0							2.551058	9.741714
2.545517	23.918102	2.54556	6.347078	12.756358	0							2.55271	9.746142
2.54717	23.918777	2.547212	6.347023	12.76462	0							2.554363	9.75057
2.548822	23.920139	2.548864	6.34694	12.772881	0							2.556015	9.754998
2.550474	23.920887	2.550516	6.346863	12.781142	0							2.557667	9.759425
2.552126	23.921537	2.552169	6.346814	12.789403	0							2.559319	9.763853
2.553779	23.923067	2.553821	6.346725	12.797665	0							2.560971	9.768281
2.555431	23.923933	2.555473	6.346636	12.805925	0							2.562624	9.772697
2.557083	23.92453	2.557126	6.346534	12.814187	0							2.564276	9.777115
2.558735	23.925127	2.558778	6.346432	12.822448	0							2.565928	9.781531
2.560388	23.925163	2.56043	6.346297	12.830709	0							2.56758	9.785949
2.56204	23.925436	2.562082	6.346192	12.83897	0							2.569233	9.790365
2.563692	23.925238	2.563735	6.346087	12.847232	0							2.570885	9.794782
2.565344	23.927061	2.565387	6.346083	12.855493	0							2.572537	9.799199
2.566997	23.928782	2.567039	6.345958	12.863754	0							2.574189	9.803616
2.568649	23.930241	2.568691	6.345862	12.872015	0							2.575842	9.808033
2.570301	23.931719	2.570343	6.345814	12.880277	0							2.577494	9.812449
2.571953	23.932158	2.571996	6.345721	12.888537	0							2.579146	9.821267
2.573606	23.930634	2.573648	6.345659	12.896799	0							2.580798	9.830086
2.575258	23.931833	2.5753	6.345666	12.90506	0							2.582451	9.838903
2.57691	23.932184	2.576953	6.345699	12.913321	0							2.584103	9.847722
2.578562	23.9328	2.578605	6.345762	12.921582	0							2.585755	9.85654
2.580215	23.933189	2.580257	6.34577	12.929844	0							2.587407	9.865357
2.581867	23.932781	2.581909	6.345732	12.938105	0							2.58906	9.874176
2.583519	23.934074	2.583562	6.3457	12.946366	0							2.590712	9.882994
2.585171	23.935116	2.585214	6.345652	12.954627	0							2.592364	9.891812
2.586823	23.935696	2.586866	6.345593	12.962889	0							2.594016	9.90063
2.588476	23.935455	2.588519	6.345518	12.971149	0							2.595669	9.905014
2.590128	23.937557	2.590171	6.345432	12.979411	0							2.597321	9.909398
2.59178	23.937914	2.591823	6.3454	12.987672	0							2.598973	9.913781
2.593432	23.93852	2.593475	6.345363	12.995934	0							2.600625	9.918165
2.595085	23.938303	2.595128	6.345281	13.004194	0							2.602278	9.922549
2.596737	23.939692	2.59678	6.345197	13.012456	0							2.60393	9.926933
2.598389	23.941139	2.598432	6.345131	13.020717	0							2.605582	9.931317
2.600041	23.943111	2.600084	6.345021	13.028978	0							2.607234	9.9357
2.601694	23.944639	2.601737	6.344904	13.037239	0							2.608886	9.940084
2.603346	23.946871	2.603389	6.344827	13.045501	0							2.610539	9.944468
2.604998	23.947456	2.605041	6.34474	13.053761	0							2.612191	9.948841
2.60665	23.946882	2.606694	6.344654	13.062023	0							2.613843	9.953214
2.608303	23.947832	2.608346	6.344539	13.070284	0							2.615495	9.957586
2.609955	23.948648	2.609998	6.344419	13.078546	0							2.617148	9.961959
2.611607	23.949276	2.61165	6.344351	13.086806	0							2.6188	9.966331
2.613259	23.950176	2.613302	6.344336	13.095068	0							2.620452	9.970704
2.614912	23.95122	2.614955	6.344258	13.103329	0							2.622104	9.975077
2.616564	23.952251	2.616607	6.344153	13.11159	0							2.623757	9.979449
2.618216	23.952579	2.618259	6.344037	13.119851	0							2.625409	9.983822
2.619868	23.953505	2.619912	6.343945	13.128113	0							2.627061	9.988194
2.621521	23.954556	2.621564	6.343864	13.136374	0							2.628713	9.992556
2.623173	23.954069	2.623216	6.343728	13.144635	0							2.630366	9.996918
2.624825	23.954256	2.624868	6.343561	13.152896	0							2.632018	10.001279
2.626477	23.954536	2.626521	6.343448	13.161158	0							2.63367	10.00564
2.628129	23.955727	2.628173	6.343381	13.169418	0							2.635322	10.010002
2.629782	23.955915	2.629825	6.343276	13.17768	0							2.636975	10.014363
2.631434	23.956501	2.631477	6.343168	13.185941	0							2.638627	10.018724
2.633086	23.957157	2.63313	6.343071	13.194202	0							2.640279	10.023086
2.634738	23.958158	2.634782	6.342974	13.202463	0							2.641931	10.027448
2.636391	23.959019	2.636434	6.342878	13.210725	0							2.643584	10.031809
2.638043	23.95797	2.638087	6.342796	13.218986	0							2.645236	10.036159
2.639695	23.957996	2.639739	6.342719	13.227247	0							2.646888	10.040509
2.641347	23.957375	2.641391	6.34259	13.235508	0							2.64854	10.044859
2.643	23.957403	2.643043	6.342407	13.24377	0							2.650192	10.04921
2.644652	23.957232	2.644696	6.342271	13.25203	0							2.651845	10.053559
2.646304	23.956985	2.646348	6.342193	13.260292	0							2.653497	10.057909
2.647956	23.957092	2.648	6.342115	13.268553	0							2.655149	10.06226
2.649609	23.957767	2.649652	6.342066	13.276814	0							2.656801	10.066609
2.651261	23.95759	2.651305	6.341961	13.285075	0							2.658454	10.07096
2.652913	23.956774	2.652957	6.341866	13.293337	0							2.660106	10.07531
2.654565	23.958969	2.654609	6.341739	13.301598	0							2.661758	10.083993
2.656218	23.959538	2.656261	6.341561	13.309859	0							2.66341	10.092676
2.65787	23.959677	2.657914	6.341439	13.31812	0							2.665063	10.101358
2.659522	23.959698	2.659566	6.341343	13.326382	0							2.666715	10.110042
2.661174	23.960627	2.661218	6.341249	13.334642	0							2.668367	10.118725
2.662827	23.961908	2.662871	6.341206	13.342904	0							2.670019	10.127408
2.664479	23.963152	2.664523	6.341157	13.351165	0							2.671672	10.136091
2.666131	23.963154	2.666175	6.341221	13.359426	0							2.673324	10.144773
2.667783	23.96303	2.667827	6.341172	13.367687	0							2.674976	10.153457
2.669436	23.963415	2.66948	6.341054	13.375949	0							2.676628	10.16214
2.671088	23.96452	2.671132	6.340951	13.38421	0							2.678281	10.166455
2.67274	23.96505	2.672784	6.34094	13.39247	0							2.679933	10.170772
2.674392	23.965567	2.674436	6.340842	13.400732	0							2.681585	10.175087
2.676044	23.965651	2.676089	6.340844	13.408993	0							2.683237	10.179403
2.677697	23.966709	2.677741	6.340783	13.417254	0							2.68489	10.183719
2.679349	23.967522	2.679393	6.340734	13.425515	0							2.686542	10.188034
2.681001	23.968332	2.681046	6.340685	13.433777	0							2.688194	10.19235
2.682653	23.969482	2.682698	6.340623	13.442038	0							2.689846	10.196666
2.684306	23.970711	2.68435	6.340618	13.450299	0							2.691499	10.200982
2.685958	23.971436	2.686002	6.340602	13.45856	0							2.693151	10.205297
2.68761	23.971907	2.687654	6.340623	13.466822	0							2.694803	10.209601
2.689262	23.971825	2.689307	6.340675	13.475082	0							2.696455	10.213906
2.690915	23.972214	2.690959	6.340677	13.483344	0							2.698107	10.21821
2.692567	23.974005	2.692611	6.340685	13.491605	0							2.69976	10.222514
2.694219	23.975122	2.694264	6.34068	13.499866	0							2.701412	10.226818
2.695871	23.97463	2.695916	6.340644	13.508127	0							2.703064	10.231123
2.697524	23.974976	2.697568	6.340608	13.516389	0							2.704716	10.235427
2.699176	23.977388	2.69922	6.34058	13.52465	0							2.706369	10.239731
2.700828	23.977568	2.700873	6.340513	13.532911	0							2.708021	10.244036
2.70248	23.977335	2.702525	6.340387	13.541172	0							2.709673	10.24834
2.704133	23.977701	2.704177	6.340269	13.549434	0							2.711325	10.252632
2.705785	23.978361	2.705829	6.340204	13.557694	0							2.712978	10.256925
2.707437	23.979042	2.707482	6.340096	13.565956	0							2.71463	10.261217
2.709089	23.978622	2.709134	6.339981	13.574217	0							2.716282	10.26551
2.710742	23.97817	2.710786	6.339902	13.582479	0							2.717934	10.269802
2.712394	23.978941	2.712439	6.339899	13.590739	0							2.719587	10.274096
2.714046	23.980072	2.714091	6.339876	13.599001	0							2.721239	10.278388
2.715698	23.980274	2.715743	6.33978	13.607262	0							2.722891	10.282681
2.71735	23.980074	2.717395	6.33972	13.615523	0							2.724543	10.286973
2.719003	23.980024	2.719048	6.339645	13.623784	0							2.726196	10.291265
2.720655	23.980375	2.7207	6.33961	13.632046	0							2.727848	10.299832
2.722307	23.980579	2.722352	6.339571	13.640306	0							2.7295	10.308399
2.723959	23.980347	2.724005	6.339473	13.648568	0							2.731152	10.316966
2.725612	23.98148	2.725657	6.339401	13.656829	0							2.732805	10.325533
2.727264	23.983028	2.727309	6.339408	13.665091	0							2.734457	10.334099
2.728916	23.983837	2.728961	6.339492	13.673351	0							2.736109	10.342666
2.730568	23.985023	2.730613	6.339442	13.681613	0							2.737761	10.351233
2.732221	23.9862	2.732266	6.339379	13.689874	0							2.739413	10.359799
2.733873	23.986654	2.733918	6.33937	13.698135	0							2.741066	10.368366
2.735525	23.987314	2.73557	6.339339	13.706396	0							2.742718	10.376933
2.737177	23.988178	2.737222	6.339314	13.714658	0							2.74437	10.376933
2.73883	23.987898	2.738875	6.339271	13.722919	0							2.746022	10.376933
2.740482	23.987289	2.740527	6.339267	13.73118	0							2.747674	10.376933
2.742134	23.989197	2.742179	6.339227	13.739441	0							2.749327	10.376933
2.743786	23.990107	2.743832	6.339205	13.747703	0							2.750979	10.376933
2.745439	23.990389	2.745484	6.339112	13.755963	0							2.752631	10.376933
2.747091	23.991526	2.747136	6.339011	13.764225	0							2.754283	10.376933
2.748743	23.993269	2.748788	6.338995	13.772486	0							2.755936	10.376933
2.750395	23.994541	2.750441	6.338964	13.780747	0							2.757588	10.376933
2.752048	23.995239	2.752093	6.338868	13.789008	0							2.75924	10.376933
2.7537	23.995924	2.753745	6.338843	13.79727	0							2.760892	10.385452
2.755352	23.99637	2.755398	6.338863	13.805531	0							2.762545	10.393971
2.757004	23.997766	2.75705	6.338928	13.813792	0							2.764197	10.402492
2.758657	23.99851	2.758702	6.338962	13.822053	0							2.765849	10.411011
2.760309	24.000584	2.760354	6.33894	13.830315	0							2.767501	10.41953
2.761961	24.001331	2.762007	6.338917	13.838575	0							2.769154	10.428049
2.763613	24.001732	2.763659	6.338919	13.846837	0							2.770806	10.436568
2.765265	24.002834	2.765311	6.338952	13.855098	0							2.772458	10.445088
2.766918	24.002546	2.766963	6.339015	13.863359	0							2.77411	10.453608
2.76857	24.003225	2.768616	6.339041	13.87162	0							2.775763	10.462127
2.770222	24.003916	2.770268	6.339001	13.879882	0							2.777415	10.462127
2.771874	24.004164	2.77192	6.338997	13.888143	0							2.779067	10.462127
2.773527	24.00465	2.773572	6.338988	13.896404	0							2.780719	10.462127
2.775179	24.005199	2.775225	6.338962	13.904665	0							2.782372	10.462127
2.776831	24.006056	2.776877	6.338889	13.912927	0							2.784024	10.462127
2.778483	24.006454	2.778529	6.338781	13.921187	0							2.785676	10.462127
2.780136	24.007347	2.780181	6.338661	13.929449	0							2.787328	10.462127
2.781788	24.00779	2.781834	6.33858	13.93771	0							2.78898	10.462127
2.78344	24.006855	2.783486	6.338497	13.945971	0							2.790633	10.462127
2.785092	24.007086	2.785138	6.338374	13.954232	0							2.792285	10.462127
2.786745	24.007654	2.786791	6.338294	13.962494	0							2.793937	10.470598
2.788397	24.007488	2.788443	6.338146	13.970755	0							2.795589	10.47907
2.790049	24.007465	2.790095	6.337971	13.979016	0							2.797242	10.487541
2.791701	24.007935	2.791747	6.337762	13.987277	0							2.798894	10.496013
